Location	Site	Lat	Lon	Year	Plot	Trt	Nfert	TotalCover	WeedCover	TargetCover	TotalBiomass	WeedBiomass	TargetBiomass	Amorpha_canescens	Andropogon_gerardii	Asclepias_tuberosa	Astragalus_canadensis	Baptisia_australis	Bouteloua_curtipendula	Chamaecrista_fasciculata	Desmodium_canadense	Echinacea_pallida	Elymus_canadensis	Elymus_trachycaulum	Elymus_virginicus	Galium_boreale	Glycerryza_lepidota	Helianthus_maximilianii	Lathyrus_ochroleucus	Lespedeza_capitata	Liatris_aspera	Lupinus_perennis	Monarda_fistulosa	Panicum_virgatum	Petalostemum_candidum	Petalostemum_purpurea	Ratibida_pinnata	Rudbeckia_hirta	Schizachyrium_scoparium	Silphium_perfoliatum	Solidago_rigida	Sorghastrum_nutans	Vicia_americana	Zizia_aurea
1	B	45.387048	-93.88178	2007	4123	5	1	76	1	75	125	NA	125	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2007	4124	2	1	78	3	75	24	3	21	NA	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4201	7	1	98	1	97	45	NA	45	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	2	NA	NA	NA
1	B	45.387048	-93.88178	2007	4202	8	1	91	1	90	137	NA	137	0	0	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2007	4203	4	1	27	2	25	71	5	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4204	8	0	97	0	97	147	NA	147	1	0	NA	1	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2007	4205	11	0	100	0	100	103	NA	103	0	0	1	2	0	NA	NA	NA	NA	0	NA	NA	NA	NA	55	NA	NA	NA	NA	NA	35	NA	0	5	NA	NA	NA	2	0	NA	NA
1	B	45.387048	-93.88178	2007	4206	6	0	56	40	16	44	42	2	1	NA	NA	15	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4207	10	1	96	1	95	16	1	15	0	NA	5	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	2	NA	NA	NA
1	B	45.387048	-93.88178	2007	4208	2	1	95	0	95	78	NA	78	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4209	11	1	97	1	96	89	NA	89	0	0	2	1	0	NA	NA	NA	NA	0	NA	NA	NA	NA	50	NA	NA	NA	NA	NA	35	NA	0	3	NA	NA	NA	5	0	NA	NA
1	B	45.387048	-93.88178	2007	4210	10	0	100	1	99	36	1	35	0	NA	10	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	5	NA	NA	NA
1	B	45.387048	-93.88178	2007	4211	2	0	91	1	90	32	4	28	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4212	5	0	86	1	85	140	NA	140	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2007	4213	3	1	91	1	90	38	NA	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA
1	B	45.387048	-93.88178	2007	4214	9	1	97	1	96	73	NA	73	NA	0	1	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	55	NA	NA	NA	NA	NA	35	NA	NA	4	NA	NA	NA	1	0	NA	NA
1	B	45.387048	-93.88178	2007	4215	6	1	55	50	5	5	4	1	1	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4216	12	0	96	1	95	68	5	63	0	0	0	0	0	0	0	10	NA	0	0	0	NA	NA	40	NA	1	0	0	5	35	NA	0	3	NA	0	0	1	0	NA	0
1	B	45.387048	-93.88178	2007	4217	7	0	98	1	97	24	NA	24	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	5	NA	NA	NA
1	B	45.387048	-93.88178	2007	4218	9	0	100	0	100	75	2	73	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	40	NA	NA	NA	NA	NA	55	NA	NA	0	NA	NA	NA	5	0	NA	NA
1	B	45.387048	-93.88178	2007	4219	12	1	99	1	98	55	NA	55	0	0	3	0	0	0	0	15	NA	0	0	0	NA	NA	30	NA	1	0	0	5	40	NA	0	2	NA	0	0	2	0	NA	0
1	B	45.387048	-93.88178	2007	4220	5	1	88	3	85	84	1	83	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2007	4221	1	1	46	1	45	105	1	104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4222	3	0	81	1	80	28	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA
1	B	45.387048	-93.88178	2007	4223	1	0	88	3	85	106	2	104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4224	4	0	40	5	35	55	2	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4301	4	0	62	2	60	38	4	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4302	5	0	60	5	55	83	NA	83	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2007	4303	8	0	84	1	83	77	1	76	0	0	NA	2	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2007	4304	12	1	96	1	95	48	NA	48	0	0	0	0	0	0	0	5	NA	0	0	0	NA	NA	30	NA	2	0	0	3	50	NA	0	2	NA	0	0	3	0	NA	0
1	B	45.387048	-93.88178	2007	4305	9	1	98	1	97	64	NA	64	NA	0	2	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	70	NA	NA	3	NA	NA	NA	2	0	NA	NA
1	B	45.387048	-93.88178	2007	4306	11	1	97	6	91	43	NA	43	0	0	1.98	1	0	NA	NA	NA	NA	0	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	50	NA	0	5	NA	NA	NA	3	0	NA	NA
1	B	45.387048	-93.88178	2007	4307	3	0	90	5	85	51	4	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	NA	NA
1	B	45.387048	-93.88178	2007	4308	7	0	101	1	100	26	NA	26	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	5	NA	NA	NA
1	B	45.387048	-93.88178	2007	4309	11	0	97	2	95	75	NA	75	0	0	2	1	0	NA	NA	NA	NA	0	NA	NA	NA	NA	25	NA	NA	NA	NA	NA	60	NA	0	5	NA	NA	NA	2	0	NA	NA
1	B	45.387048	-93.88178	2007	4310	7	1	101	1	100	28	1	27	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	5	NA	NA	NA
1	B	45.387048	-93.88178	2007	4311	5	1	91	1	90	104	NA	104	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2007	4312	6	1	57	10	47	23	21	2	2	NA	NA	20	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4313	1	0	91	1	90	116	1	115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4314	6	0	57	10	47	26	20	6	2	NA	NA	30	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4315	9	0	100	2	98	56	NA	56	NA	0	3	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	70	NA	NA	3	NA	NA	NA	2	0	NA	NA
1	B	45.387048	-93.88178	2007	4316	8	1	93	1	92	113	2	111	1	0	NA	10	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	1	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2007	4317	4	1	38	8	30	33	2	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4318	3	1	79	4	75	28	1	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	NA
1	B	45.387048	-93.88178	2007	4319	12	0	100	1	99	93	NA	93	0	0	1	0	0	0	0	4	NA	0	0	0	NA	NA	50	NA	0	0	5	4	20	NA	0	15	NA	0	0	0	0	NA	0
1	B	45.387048	-93.88178	2007	4320	10	0	100	1	99	41	NA	41	1	NA	2	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	1	10	NA	NA	NA	2	NA	NA	NA
1	B	45.387048	-93.88178	2007	4321	2	0	76	1	75	31	3	28	NA	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4322	1	1	99	1	98	115	NA	115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4323	2	1	96	1	95	42	NA	42	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2007	4324	10	1	99	1	98	49	NA	49	2	NA	1	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	NA	NA	NA	2	10	NA	NA	NA	5	NA	NA	NA
1	B	45.387048	-93.88178	2008	4101	2	0	85	10	75	64	16	48	NA	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4102	12	0	97	0	97	76	0	76	0	0	0	0	0	0	0	0	NA	0	0	0	NA	NA	20	NA	1	0	0	1	75	NA	0	0	NA	0	0	0	0	NA	0
1	B	45.387048	-93.88178	2008	4103	7	0	99	1	98	15	2	13	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	2	NA	NA	NA
1	B	45.387048	-93.88178	2008	4104	7	1	93	1	92	40	NA	40	NA	NA	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	55	NA	NA	NA	0	NA	NA	NA
1	B	45.387048	-93.88178	2008	4105	1	1	80	0	80	112	11	101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4106	11	1	71	1	70	50	15	35	0	0	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	25	NA	NA	NA	NA	NA	35	NA	0	10	NA	NA	NA	0	0	NA	NA
1	B	45.387048	-93.88178	2008	4107	8	0	97	1	96	138	2	136	1	0	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2008	4108	3	0	100	5	95	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	NA
1	B	45.387048	-93.88178	2008	4109	4	0	65	10	55	62	9	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4110	8	1	88	1	87	119	1	118	2	0	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2008	4111	6	1	93	90	3	45	45	0	2	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4112	10	1	100	0	100	76	8	68	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	NA	NA	NA	0	25	NA	NA	NA	0	NA	NA	NA
1	B	45.387048	-93.88178	2008	4113	11	0	101	1	100	106	5	101	0	0	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	80	NA	0	0	NA	NA	NA	0	0	NA	NA
1	B	45.387048	-93.88178	2008	4114	1	0	91	1	90	177	5	172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4115	5	0	91	1	90	119	4	115	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2008	4116	9	1	100	1	99	52	4	48	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	40	NA	NA	NA	NA	NA	55	NA	NA	4	NA	NA	NA	0	0	NA	NA
1	B	45.387048	-93.88178	2008	4117	4	1	68	8	60	73	10	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4118	3	1	100	20	80	77	40	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA
1	B	45.387048	-93.88178	2008	4119	10	0	96	0	96	35	1	34	2	NA	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	NA	NA	NA	NA	NA	1	30	NA	NA	NA	0	NA	NA	NA
1	B	45.387048	-93.88178	2008	4120	6	0	94	80	14	14	14	0	10	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4121	9	0	96	1	95	89	2	87	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	80	NA	NA	0	NA	NA	NA	0	0	NA	NA
1	B	45.387048	-93.88178	2008	4122	12	1	80	0	80	90	3	87	0	0	0	0	0	0	0	0	NA	0	0	0	NA	NA	10	NA	0	0	0	0	70	NA	0	0	NA	0	0	0	0	NA	0
1	B	45.387048	-93.88178	2008	4123	5	1	91	1	90	126	7	119	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2008	4124	2	1	100	10	90	54	30	24	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4201	7	1	100	20	80	99	NA	99	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	0	NA	NA	NA
1	B	45.387048	-93.88178	2008	4202	8	1	91	1	90	231	13	218	0	0	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2008	4203	4	1	76	1	75	65	3	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4204	8	0	96	1	95	126	3	123	0	0	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2008	4205	11	0	98	1	97	121	21	100	0	0	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	85	NA	0	2	NA	NA	NA	0	0	NA	NA
1	B	45.387048	-93.88178	2008	4206	6	0	68	50	18	21	21	0	2	NA	NA	15	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4207	10	1	95	0	95	69	10	59	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	NA	NA	NA	0	20	NA	NA	NA	0	NA	NA	NA
1	B	45.387048	-93.88178	2008	4208	2	1	100	5	95	82	36	46	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4209	11	1	80	0	80	77	13	64	0	0	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	40	NA	0	10	NA	NA	NA	0	0	NA	NA
1	B	45.387048	-93.88178	2008	4210	10	0	85	2	83	46	7	39	1	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	NA	NA	NA	NA	NA	NA	NA	0	30	NA	NA	NA	0	NA	NA	NA
1	B	45.387048	-93.88178	2008	4211	2	0	98	3	95	113	11	102	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4212	5	0	96	1	95	160	4	156	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2008	4213	3	1	93	8	85	100	22	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	NA	NA
1	B	45.387048	-93.88178	2008	4214	9	1	84	1	83	73	4	69	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	50	NA	NA	NA	NA	NA	30	NA	NA	3	NA	NA	NA	0	0	NA	NA
1	B	45.387048	-93.88178	2008	4215	6	1	87	85	2	51	51	0	0	NA	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4216	12	0	65	1	64	73	5	68	0	0	0	1	0	0	0	0	NA	0	0	0	NA	NA	10	NA	0	0	0	1	50	NA	0	2	NA	0	0	0	0	NA	0
1	B	45.387048	-93.88178	2008	4217	7	0	98	10	88	33	14	19	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	NA	NA	NA	NA	NA	NA	25	NA	NA	NA	0	NA	NA	NA
1	B	45.387048	-93.88178	2008	4218	9	0	96	0	96	109	4	105	NA	0	1	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	75	NA	NA	5	NA	NA	NA	0	0	NA	NA
1	B	45.387048	-93.88178	2008	4219	12	1	56	0	56	127	7	120	0	0	0	0	0	0	0	1	NA	0	0	0	NA	NA	25	NA	0	0	0	0	30	NA	0	0	NA	0	0	0	0	NA	0
1	B	45.387048	-93.88178	2008	4220	5	1	86	1	85	199	7	192	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2008	4221	1	1	82	2	80	195	15	180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4222	3	0	92	2	90	43	NA	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA
1	B	45.387048	-93.88178	2008	4223	1	0	83	3	80	133	15	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4224	4	0	60	30	30	38	7	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4301	4	0	70	20	50	48	7	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2008	4302	5	0	95	0	95	143	3	140	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2008	4303	8	0	96	0	96	179	1	178	0	0	NA	1	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2008	4304	12	1	65	0	65	54	1	53	0	0	0	0	0	0	0	0	NA	0	0	0	NA	NA	10	NA	0	0	0	0	50	NA	0	5	NA	0	0	0	0	NA	0
1	B	45.387048	-93.88178	2008	4305	9	1	93	0	93	91	NA	91	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	25	NA	NA	NA	NA	NA	65	NA	NA	3	NA	NA	NA	0	0	NA	NA
1	B	45.387048	-93.88178	2008	4306	11	1	68	0	68	43	15	28	0	0	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	60	NA	0	3	NA	NA	NA	0	0	NA	NA
1	B	45.387048	-93.88178	2008	4307	3	0	100	10	90	56	8	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA
1	B	45.387048	-93.88178	2008	4308	7	0	100	20	80	28	8	20	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	0	NA	NA	NA
1	B	45.387048	-93.88178	2008	4309	11	0	100	20	80	67	2	65	0	0	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	70	NA	0	5	NA	NA	NA	0	0	NA	NA
1	B	45.387048	-93.88178	2008	4310	7	1	96	1	95	66	13	53	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	NA	NA	0	NA	NA	NA
1	B	45.387048	-93.88178	2008	4311	5	1	95	0	95	131	1	130	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
